@RELATION UCAB

@ATTRIBUTE x	REAL
@ATTRIBUTE y	REAL
@ATTRIBUTE z 	REAL
@ATTRIBUTE clase {Pasillo,L1207,L1208,L1209,L1210,L1211,L1212,L1213}

@DATA
22.7999992370605,-7.5,-17.2000007629394,L1207
23.2000007629394,-10.1999998092651,-16,L1207
22.7999992370605,-7.5,-13.8999996185302,L1207
23.7000007629394,-7.40000009536743,-10.8999996185302,L1207
24.1000003814697,-8.80000019073486,-9.89999961853027,L1207
5.53999996185302,20.329999923706,-18.5900001525878,L1207
7.67999982833862,18.3500003814697,-21.2800006866455,L1207
0.899999976158142,15.3000001907348,-22.7000007629394,L1207
3.70000004768371,13.6999998092651,-23.6000003814697,L1207
14.5,12.8000001907348,-23.1000003814697,L1207
22.7999992370605,-0.400000005960464,-21.2999992370605,L1207
23.5,-4.90000009536743,-20.5,L1207
23.2000007629394,-4.5,-19.7000007629394,L1207
24,-9.80000019073486,-16.1000003814697,L1207
18.5,11.6000003814697,-24.2999992370605,L1207
-2.09999990463256,16.2000007629394,-27.3999996185302,L1207
1.20000004768371,12.3000001907348,-27,L1207
0.800000011920929,12.1999998092651,-26.1000003814697,L1207
0.899999976158142,12.1999998092651,-23.8999996185302,L1207
0.899999976158142,12.6000003814697,-20.5,L1207
-0.300000011920928,13.3999996185302,-16.5,L1207
4.30000019073486,15.8999996185302,-12.8999996185302,L1207
-0.400000005960464,21.7999992370605,-12.8000001907348,L1207
-4.30000019073486,24.2999992370605,-12.8000001907348,L1207
-4.09999990463256,24.7999992370605,-13.6000003814697,L1207
-17.6000003814697,25.6000003814697,-14.3999996185302,L1207
-13.8999996185302,29.3999996185302,-15.6999998092651,L1207
-31.5,16.1000003814697,-16.2999992370605,L1207
-36.099998474121,-8.19999980926513,-4.5,L1207
-36.2999992370605,-4.80000019073486,-3.40000009536743,L1207
-34.7000007629394,-9.60000038146972,-2.09999990463256,L1207
-33.7999992370605,-1.79999995231628,-1.60000002384185,L1207
-33.4000015258789,-4.30000019073486,-3.20000004768371,L1207
-33.4000015258789,-4.59999990463256,-4.5,L1207
-33.4000015258789,-4.59999990463256,-4.5,L1207
-33.4000015258789,-2.70000004768371,-4.5,L1207
-33.7999992370605,1.89999997615814,-5,L1207
-33.4000015258789,2.09999990463256,-6.69999980926513,L1207
-33,-0.200000002980232,-8,L1207
-32.599998474121,3.5,-9.19999980926513,L1207
-31.2999992370605,1.10000002384185,-10.6999998092651,L1207
-30.5,0.400000005960464,-12.3000001907348,L1207
-29.7000007629394,0.899999976158142,-13.1999998092651,L1207
-28.5,1.60000002384185,-14,L1207
-27.7000007629394,3.70000004768371,-16.2999992370605,L1207
-17.2000007629394,-22.3999996185302,-10.6999998092651,L1207
-8.69999980926513,-24.7999992370605,-9.89999961853027,L1207
-10.6000003814697,-24.5,-9.10000038146972,L1207
-4.80000019073486,-24.5,-8.69999980926513,L1207
-10.1000003814697,-24.1000003814697,-9.19999980926513,L1207
-16.7999992370605,-22.1000003814697,-13,L1207
-17.6000003814697,-27.7999992370605,-14,L1207
-15.5,-27,-14.3999996185302,L1207
-6.5,-27.8999996185302,-15.3000001907348,L1207
-6.30000019073486,-28.7000007629394,-14.8999996185302,L1207
-5.69999980926513,-28.2999992370605,-14.5,L1207
-0.699999988079071,-28.2999992370605,-14.5,L1207
-3.70000004768371,-27.1000003814697,-14,L1207
-4.80000019073486,-25.5,-14,L1207
-5.19999980926513,-25.5,-14.8000001907348,L1207
-7.59999990463256,-26.2999992370605,-16.2000007629394,L1207
-3.29999995231628,-27.2000007629394,-16.6000003814697,L1207
-3.90000009536743,-28.3999996185302,-16.6000003814697,L1207
16.2999992370605,-21.2999992370605,-17,L1207
19.8999996185302,-12.6000003814697,-21.6000003814697,L1207
19.3999996185302,-13,-21.3999996185302,L1207
19.3999996185302,-10.5,-21.3999996185302,L1207
19.8999996185302,-10.1000003814697,-21,L1207
19.8999996185302,-10.8000001907348,-19.7000007629394,L1207
19.8999996185302,-8.5,-19.7000007629394,L1207
20.8999996185302,-13.8000001907348,-18,L1207
19.8999996185302,-11.1999998092651,-17.6000003814697,L1207
19.8999996185302,-10.6999998092651,-17.2000007629394,L1207
20.7000007629394,-10.6999998092651,-17.6000003814697,L1207
21.1000003814697,-7.09999990463256,-17.6000003814697,L1207
21.8999996185302,-9.19999980926513,-16.3999996185302,L1207
21.8999996185302,-10.1000003814697,-13.3000001907348,L1207
22.8999996185302,-8.39999961853027,-11,L1207
23.7000007629394,-8.19999980926513,-10.5,L1207
4.67000007629394,18.3199996948242,-20.2900009155273,L1207
6.71999979019165,20.4400005340576,-18.9400005340576,L1207
3.70000004768371,18.6000003814697,-19.8999996185302,L1207
3.29999995231628,14.6999998092651,-21.3999996185302,L1207
14.6000003814697,12.3000001907348,-21.8999996185302,L1207
23.2000007629394,-0.600000023841857,-20.6000003814697,L1207
22.2999992370605,-10,-19.7999992370605,L1207
22.2999992370605,-7.09999990463256,-19,L1207
24.2000007629394,-2.20000004768371,-18.6000003814697,L1207
5.59999990463256,15,-27.5,L1207
-4.59999990463256,10.8000001907348,-27.5,L1207
-2.09999990463256,11.6999998092651,-27.1000003814697,L1207
-1.70000004768371,10.8999996185302,-24.3999996185302,L1207
-0.5,11.6999998092651,-21.6000003814697,L1207
0.5,12.1000003814697,-19.2000007629394,L1207
0.5,13.3999996185302,-15.3999996185302,L1207
1.20000004768371,20.2999992370605,-13.3999996185302,L1207
-3.29999995231628,23.1000003814697,-12.5,L1207
-4,24.2000007629394,-13.3999996185302,L1207
-11.8000001907348,25.1000003814697,-14.1999998092651,L1207
-16.7000007629394,25.1000003814697,-15,L1207
-16.6000003814697,26.5,-15.8000001907348,L1207
-36.9000015258789,3.20000004768371,-8.39999961853027,L1207
-36.2999992370605,-4.30000019073486,-2.79999995231628,L1207
-35.7000007629394,-9.69999980926513,1,L1207
-34.099998474121,-8.10000038146972,0.600000023841857,L1207
-33.2999992370605,-4.80000019073486,-1.70000004768371,L1207
-32.9000015258789,-5.5,-2.79999995231628,L1207
-32.9000015258789,-2.29999995231628,-4.40000009536743,L1207
-33.2999992370605,-1.60000002384185,-5.30000019073486,L1207
-33.7000007629394,-1,-4.40000009536743,L1207
-33.7000007629394,-0.100000001490116,-4.40000009536743,L1207
-33.2999992370605,0.100000001490116,-5.19999980926513,L1207
-32.9000015258789,2.40000009536743,-7.59999990463256,L1207
-32.099998474121,0.5,-8,L1207
-31.2999992370605,2.09999990463256,-9.60000038146972,L1207
-30.3999996185302,2.29999995231628,-11,L1207
-29.6000003814697,1.29999995231628,-12.1999998092651,L1207
-28.3999996185302,1.79999995231628,-13.6000003814697,L1207
-27.5,-10,-14.3999996185302,L1207
-18.7999992370605,-21.2000007629394,-12.3000001907348,L1207
-4.5,-25.2000007629394,-11.1000003814697,L1207
-6.40000009536743,-24.7999992370605,-9.39999961853027,L1207
-10.1999998092651,-24.7000007629394,-9.39999961853027,L1207
-14.1999998092651,-22.7999992370605,-11.3000001907348,L1207
-18.1000003814697,-25.2999992370605,-12.5,L1207
-12.3000001907348,-27.2999992370605,-13.6999998092651,L1207
-12.3000001907348,-27.7000007629394,-14.5,L1207
-10.3999996185302,-27.7000007629394,-15.8999996185302,L1207
-4.30000019073486,-27.7000007629394,-14.8999996185302,L1207
-4.69999980926513,-28.8999996185302,-12.3999996185302,L1207
-1.70000004768371,-26.7000007629394,-12,L1207
-5.80000019073486,-25.8999996185302,-12,L1207
-5.5,-25.8999996185302,-12.8999996185302,L1207
-4.80000019073486,-27.7999992370605,-13.3000001907348,L1207
-7.19999980926513,-28.2000007629394,-13.6999998092651,L1207
1.20000004768371,-28.6000003814697,-15.1000003814697,L1207
14.8999996185302,-23.6000003814697,-16,L1207
20.6000003814697,-10.6999998092651,-19.7999992370605,L1207
20.1000003814697,-11.3999996185302,-20.7000007629394,L1207
20.1000003814697,-11.8000001907348,-20.7000007629394,L1207
20.1000003814697,-12.6999998092651,-18.8999996185302,L1207
20.5,-12.6999998092651,-17.6000003814697,L1207
20.5,-13.1000003814697,-17.6000003814697,L1207
20.5,-12.6000003814697,-17.6000003814697,L1207
20.5,-11.3999996185302,-16.7999992370605,L1207
20.8999996185302,-10.6000003814697,-16.7999992370605,L1207
21.2999992370605,-12,-16,L1207
20.8999996185302,-12,-15.1999998092651,L1207
21.2999992370605,-12,-11.5,L1207
21.7000007629394,-12,-11.1000003814697,L1207
22.8999996185302,-6.90000009536743,-11.1999998092651,L1207
5.19000005722045,19.3899993896484,-18.2800006866455,L1207
4.76999998092651,20.0200004577636,-19.5200004577636,L1207
0.699999988079071,16.2999992370605,-21.6000003814697,L1207
4.40000009536743,12.3000001907348,-22.7999992370605,L1207
12.8000001907348,12.8000001907348,-22.7999992370605,L1207
23.7999992370605,-3.59999990463256,-17.5,L1207
23.3999996185302,-6.90000009536743,-17.5,L1207
23.7999992370605,-6.5,-17,L1207
24.6000003814697,-5.69999980926513,-17.3999996185302,L1207
13.3999996185302,13.6999998092651,-25.1000003814697,L1207
-7,11,-27.3999996185302,L1207
-0.300000011920928,9.80000019073486,-27,L1207
-1.60000002384185,9.5,-26.2000007629394,L1207
-1.60000002384185,10.3000001907348,-22.7999992370605,L1207
-0.100000001490116,11.1000003814697,-21.2000007629394,L1207
-0.100000001490116,12.3000001907348,-16.6000003814697,L1207
2.90000009536743,16.3999996185302,-14.8000001907348,L1207
-0.5,21.3999996185302,-14,L1207
-7,22.2999992370605,-13.6000003814697,L1207
-6.69999980926513,24.1000003814697,-13.6000003814697,L1207
-20.2000007629394,24,-13.6000003814697,L1207
-14.8000001907348,28.7000007629394,-13.6000003814697,L1207
-29.7999992370605,18.7999992370605,-14.5,L1207
-36.7999992370605,-11,-0.200000002980232,L1207
-36.599998474121,-4.59999990463256,-1.70000004768371,L1207
-35.7000007629394,-8.69999980926513,0.400000005960464,L1207
-34.2999992370605,-2.5,-0.5,L1207
-33.9000015258789,-4,-1.79999995231628,L1207
-33.099998474121,-3.29999995231628,-3.90000009536743,L1207
-33.099998474121,-3.29999995231628,-4.30000019073486,L1207
-33.099998474121,-3.29999995231628,-3.79999995231628,L1207
-33.5,-1.5,-3.40000009536743,L1207
-33.5,-0.5,-3.79999995231628,L1207
-33.5,-0.699999988079071,-5.80000019073486,L1207
-32.7000007629394,4.80000019073486,-7.19999980926513,L1207
-31.8999996185302,-1.60000002384185,-7.19999980926513,L1207
-31.8999996185302,1.79999995231628,-8.5,L1207
-31.1000003814697,-0.200000002980232,-9,L1207
-29.8999996185302,-0.200000002980232,-13.1000003814697,L1207
-29,2.70000004768371,-15.3000001907348,L1207
-27.7000007629394,-7.59999990463256,-14.8999996185302,L1207
-19.7000007629394,-21.3999996185302,-10.6000003814697,L1207
-10.6999998092651,-25,-9.69999980926513,L1207
-3.90000009536743,-25,-9.19999980926513,L1207
-8.60000038146972,-25.3999996185302,-8.80000019073486,L1207
-9.19999980926513,-24.2000007629394,-10,L1207
-15.1999998092651,-23.7999992370605,-11.6999998092651,L1207
-13,-27.7000007629394,-12.6000003814697,L1207
-8.5,-28.7999992370605,-13,L1207
-9.19999980926513,-29.2000007629394,-13,L1207
-7.59999990463256,-29.2000007629394,-13.3999996185302,L1207
-6.59999990463256,-28.7999992370605,-13,L1207
-3.09999990463256,-29.2000007629394,-11.6999998092651,L1207
-0.200000002980232,-27.2999992370605,-11.3000001907348,L1207
-4.5,-26.8999996185302,-11.3000001907348,L1207
-4.30000019073486,-26.8999996185302,-12.5,L1207
-5.30000019073486,-27.7000007629394,-13.3000001907348,L1207
-5.5,-28.1000003814697,-14.8999996185302,L1207
2.5,-28.8999996185302,-15.6999998092651,L1207
5.59999990463256,-29.2999992370605,-16.1000003814697,L1207
20.6000003814697,-12.6000003814697,-18.8999996185302,L1207
21.1000003814697,-8.60000038146972,-21.2999992370605,L1207
20.7000007629394,-10.8999996185302,-21.1000003814697,L1207
20.2999992370605,-11.8000001907348,-19.8999996185302,L1207
20.7000007629394,-11.8000001907348,-18.6000003814697,L1207
20.7000007629394,-11.5,-18.1000003814697,L1207
21.8999996185302,-10.3999996185302,-18.1000003814697,L1207
21.1000003814697,-10.8000001907348,-17.6000003814697,L1207
20.7000007629394,-8.39999961853027,-17.2000007629394,L1207
21.5,-8.89999961853027,-17.2000007629394,L1207
21.5,-9.80000019073486,-16.7999992370605,L1207
21.8999996185302,-9.30000019073486,-16,L1207
22.2999992370605,-11.5,-11.8999996185302,L1207
22.2999992370605,-8.60000038146972,-10.5,L1207
23.5,-5.5,-11.1000003814697,L1207
3.65000009536743,18.1599998474121,-20.9200000762939,L1207
5.59999990463256,16.8999996185302,-21.3999996185302,L1207
4.69999980926513,17.2999992370605,-21,L1207
4.59999990463256,13,-22.2999992370605,L1207
13,12.8999996185302,-21.7999992370605,L1207
23.3999996185302,-2,-17.7999992370605,L1207
24.2000007629394,-4.69999980926513,-17.7999992370605,L1207
23.3999996185302,-7.30000019073486,-17.3999996185302,L1207
24.2999992370605,-7.69999980926513,-17,L1207
11.8999996185302,16,-24.5,L1207
-4.19999980926513,11.8999996185302,-28.3999996185302,L1207
0.400000005960464,11.1000003814697,-27.2000007629394,L1207
-1.29999995231628,10.1000003814697,-25.5,L1207
0,11,-22.2999992370605,L1207
1.10000002384185,12.1999998092651,-19.5,L1207
-0.300000011920928,12.6000003814697,-18.2000007629394,L1207
1.20000004768371,13.1000003814697,-14.6000003814697,L1207
-2.20000004768371,19.5,-14.1000003814697,L1207
-4.80000019073486,21.7000007629394,-14.5,L1207
-4.69999980926513,22.2000007629394,-15.3000001907348,L1207
-13.3999996185302,23.3999996185302,-15.8000001907348,L1207
-12.6999998092651,25.6000003814697,-17.7999992370605,L1207
-22.8999996185302,25.6000003814697,-17.7999992370605,L1207
-35.2999992370605,9.5,-13.3000001907348,L1207
-36,-6.59999990463256,-5.09999990463256,L1207
-34.2000007629394,-13.1000003814697,1.10000002384185,L1207
-33.7999992370605,-4.09999990463256,-1.29999995231628,L1207
-33.4000015258789,-5.40000009536743,-1.5,L1207
-33,-4.90000009536743,-3.59999990463256,L1207
-33,-2.29999995231628,-5,L1207
-33,-5.69999980926513,-5,L1207
-33.4000015258789,-2.29999995231628,-3.79999995231628,L1207
-33.7999992370605,-2.90000009536743,-3.40000009536743,L1207
-33.7999992370605,0.5,-4.69999980926513,L1207
-33.7999992370605,0.300000011920928,-5.59999990463256,L1207
-33,-2.59999990463256,-6.40000009536743,L1207
-32.2000007629394,1.29999995231628,-10,L1207
-31,-0.699999988079071,-10.5,L1207
-29.7999992370605,0.100000001490116,-13.3999996185302,L1207
-28.2999992370605,2.59999990463256,-14.5,L1207
-27.1000003814697,-2.09999990463256,-15.3999996185302,L1207
-27.1000003814697,-7.40000009536743,-15.8000001907348,L1207
-9.30000019073486,-25.5,-7.69999980926513,L1207
-6.80000019073486,-25.6000003814697,-7.40000009536743,L1207
-7.19999980926513,-25.6000003814697,-7,L1207
-8.5,-24.3999996185302,-7.40000009536743,L1207
-14.1000003814697,-23.6000003814697,-11.1000003814697,L1207
-17,-26.2000007629394,-12.6999998092651,L1207
-12.1000003814697,-28.8999996185302,-12.6999998092651,L1207
-11.1999998092651,-29,-13.8000001907348,L1207
-4.80000019073486,-28.6000003814697,-14.1999998092651,L1207
-7.09999990463256,-28.6000003814697,-13.3999996185302,L1207
-4.30000019073486,-29,-12.6000003814697,L1207
-0.800000011920929,-28.6000003814697,-10.3000001907348,L1207
